school_code,candidate_code,lw_code,promotion_to_full_professor,candidate_discipline_cip_category_as_numeric,candidate_discipline_stem_status_sbs_included,candidate_urm_num,candidate_gender_num,gender_by_urm_candidate,woman_urm_candidate_num,h_index_at_pt_standardized,number_of_external_grantsawarded_as_the_pi,years_in_present_rank,department_negative_vote_percentage,college_committee_negative_vote_percentage,department_unanimous_vote_abstentions_excluded,college_committee_unanimous_vote_abstentions_excluded,provost_vote,scholarship,tone,clout,authentic,analytic
3,300042,300042d,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.82,46.49,57.73,22.22,90.86
3,300042,300042e,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.51,52.95,47.58,21.59,89.17
3,300042,300042f,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.18,40.86,54.37,32.47,95.3
3,300042,300042g,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.68,68.58,46.11,29.36,88.22
3,300042,300042h,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.15,46.74,45.25,17.65,79.49
3,300042,300042i,0,R,1,0,0,Man non-URM,0,0.248593093,2,3,0,0,1,1,1,0.21,24.33,61.13,20.27,86.98
3,300043,300043a,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,0,70.53,46.37,14.77,83.46
3,300043,300043b,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,0.12,52.45,57.34,9.5,88.37
3,300043,300043c,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,0,64.4,60.25,4.39,91.94
3,300043,300043d,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,0.12,50.51,54.05,12.25,93.4
3,300043,300043e,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,,,,,
3,300043,300043f,1,F,0,0,0,Man non-URM,0,1.318291431,8,4,0,0,1,1,1,,,,,
3,300044,300044a,0,AG,0,0,0,Man non-URM,0,-1.21008646,0,5,,0.047619048,,0,1,,,,,
3,300044,300044b,0,AG,0,0,0,Man non-URM,0,-1.21008646,0,5,,0.047619048,,0,1,0,48.97,82.79,1,90.36
3,300044,300044c,0,AG,0,0,0,Man non-URM,0,-1.21008646,0,5,,0.047619048,,0,1,,,,,
3,300044,300044d,0,AG,0,0,0,Man non-URM,0,-1.21008646,0,5,,0.047619048,,0,1,,,,,
3,300044,300044e,0,AG,0,0,0,Man non-URM,0,-1.21008646,0,5,,0.047619048,,0,1,,,,,
3,300046,300046a,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0.62,70.96,56.84,5.64,78.75
3,300046,300046b,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,,,,,
3,300046,300046c,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,,,,,
3,300046,300046d,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0.16,63.07,43.76,29.31,82.39
3,300046,300046e,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0.09,64.63,62.99,24.67,90
3,300046,300046f,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0.34,60.85,35.56,33.23,91.66
3,300046,300046g,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0.26,60.85,49.8,22.95,95.21
3,300046,300046h,1,D,0,0,0,Man non-URM,0,0.151347789,18,4,0.111111111,0,0,1,1,0,62.59,64.34,9.98,84.09
3,300047,300047a,0,I,0,0,0,Man non-URM,0,-1.21008646,0,1,0.03125,0,0,1,1,,,,,
3,300047,300047b,0,I,0,0,0,Man non-URM,0,-1.21008646,0,1,0.03125,0,0,1,1,,,,,
3,300047,300047c,0,I,0,0,0,Man non-URM,0,-1.21008646,0,1,0.03125,0,0,1,1,,,,,
3,300047,300047d,0,I,0,0,0,Man non-URM,0,-1.21008646,0,1,0.03125,0,0,1,1,,,,,
3,300047,300047e,0,I,0,0,0,Man non-URM,0,-1.21008646,0,1,0.03125,0,0,1,1,,,,,
3,300048,300048a,1,U,1,0,0,Man non-URM,0,1.123800824,13,16,0.1875,0.285714286,0,0,1,0,68.03,81.37,9.26,93.67
3,300048,300048b,1,U,1,0,0,Man non-URM,0,1.123800824,13,16,0.1875,0.285714286,0,0,1,,,,,
3,300048,300048c,1,U,1,0,0,Man non-URM,0,1.123800824,13,16,0.1875,0.285714286,0,0,1,1.54,69.02,48.61,17.43,92.14
3,300048,300048d,1,U,1,0,0,Man non-URM,0,1.123800824,13,16,0.1875,0.285714286,0,0,1,0.75,60.45,71.4,2.92,54.97
3,300049,300049a,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0.12,39.67,23.94,22.4,72.97
3,300049,300049b,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0.08,42.65,38.68,31.3,83.15
3,300049,300049c,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0.42,42.56,30.34,19.76,83.92
3,300049,300049d,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0.47,47.42,40.06,17.28,79.76
3,300049,300049e,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0,79.37,59.86,14.37,79.31
3,300049,300049f,0,U,0,0,1,Woman non-URM,0,-1.015595853,2,7,0.3125,0.428571429,0,0,1,0.08,34.33,36.22,13.82,88.94
3,300050,300050a,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,0,55.53,60.74,9.47,90.13
3,300050,300050b,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,,,,,
3,300050,300050c,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,,,,,
3,300050,300050d,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,0.35,56.76,44.91,24.22,92.14
3,300050,300050e,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,0.11,68.1,66.83,13.97,68.78
3,300050,300050f,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,0.18,53.74,41.14,43.56,87.88
3,300050,300050g,1,D,0,0,1,Woman non-URM,0,-0.237633425,4,,0,0,1,1,1,0.08,28.55,40.53,46.7,94.34
3,300051,300051a,0,U,1,0,0,Man non-URM,0,,2,7,0,0,1,1,1,0.33,62.11,50.63,9.41,87.58
3,300051,300051b,0,U,1,0,0,Man non-URM,0,,2,7,0,0,1,1,1,,,,,
3,300051,300051c,0,U,1,0,0,Man non-URM,0,,2,7,0,0,1,1,1,0.84,59.73,40.57,9.28,77.23
3,300051,300051d,0,U,1,0,0,Man non-URM,0,,2,7,0,0,1,1,1,0,72.69,31.41,25.16,86.84
3,300051,300051e,0,U,1,0,0,Man non-URM,0,,2,7,0,0,1,1,1,1.36,67.25,36.17,10.68,89.33
3,300052,300052a,0,D,0,0,1,Woman non-URM,0,-1.015595853,3,6,0.076923077,0,0,1,1,0,12.59,36.93,20.45,96.33
3,300052,300052b,0,D,0,0,1,Woman non-URM,0,-1.015595853,3,6,0.076923077,0,0,1,1,,,,,
3,300052,300052c,0,D,0,0,1,Woman non-URM,0,-1.015595853,3,6,0.076923077,0,0,1,1,0.1,49.09,59.69,10.37,93.34
3,300052,300052d,0,D,0,0,1,Woman non-URM,0,-1.015595853,3,6,0.076923077,0,0,1,1,0,59.04,27.59,41.88,70.64
3,300052,300052e,0,D,0,0,1,Woman non-URM,0,-1.015595853,3,6,0.076923077,0,0,1,1,0,28.32,52.47,20.19,82.98
3,300053,300053a,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,0.65,51.11,40.39,6.24,78.67
3,300053,300053b,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,0,81.32,66.73,4.45,80.27
3,300053,300053c,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,0.33,73.56,75.84,9,81.66
3,300053,300053d,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,0.42,62.34,50.68,6.59,79.84
3,300053,300053e,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,,,,,
3,300053,300053f,0,U,1,0,1,Woman non-URM,0,,0,8,0,0,1,1,1,0,62.18,54.43,13.14,81.69
3,300054,300054a,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.79,67.72,72.07,13.58,83.02
3,300054,300054b,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.26,67.22,64.58,5.57,88.98
3,300054,300054c,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.11,58.33,60.82,27.44,88.16
3,300054,300054d,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0,65.92,46.29,24,91.54
3,300054,300054e,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.11,61.53,40.06,22.33,89.05
3,300054,300054f,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.47,62.37,28.53,33.13,79.96
3,300054,300054g,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0.57,61.09,78.93,6.9,86.28
3,300054,300054h,1,AF,1,0,0,Man non-URM,0,0.540329003,15,7,0.285714286,0,0,1,1,0,88.81,48.5,23.9,87.64
3,300055,300055a,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,0,63.74,55.15,7.36,87.33
3,300055,300055b,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,0.18,62.24,74.54,3.1,81.72
3,300055,300055c,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,0.16,49.66,63.76,16.08,71.74
3,300055,300055d,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,,,,,
3,300055,300055e,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,0,79.29,42.32,38.69,86.65
3,300055,300055f,1,E,1,0,0,Man non-URM,0,0.248593093,1,3,0,0,1,1,1,0,74.09,63.56,22.17,78.24
3,300056,300056a,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0,45.58,39.17,26.75,92.35
3,300056,300056b,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0,49.46,38.35,22.57,91.58
3,300056,300056c,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0,45.92,45.49,18.5,89.07
3,300056,300056d,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0,24.16,23.64,18.14,94.67
3,300056,300056e,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0,53.96,33.89,26.17,93.73
3,300056,300056f,0,D,0,0,0,Man non-URM,0,-1.015595853,1,11,0,0,1,1,1,0.09,59.68,30.72,34.48,94.36
3,300057,300057a,1,U,1,0,1,Woman non-URM,0,3.068706895,11,12,0,0,1,1,1,0.7,56.76,74.69,3.6,93.24
3,300057,300057b,1,U,1,0,1,Woman non-URM,0,3.068706895,11,12,0,0,1,1,1,0.57,81.12,50.27,14.48,81.84
3,300057,300057c,1,U,1,0,1,Woman non-URM,0,3.068706895,11,12,0,0,1,1,1,0.36,47.47,63.96,4.25,86.26
3,300057,300057d,1,U,1,0,1,Woman non-URM,0,3.068706895,11,12,0,0,1,1,1,0.32,80.26,76.54,3.29,82.89
3,300057,300057e,1,U,1,0,1,Woman non-URM,0,3.068706895,11,12,0,0,1,1,1,0.33,72.08,53.89,8.58,92.01
3,300058,300058a,1,R,0,0,0,Man non-URM,0,0.832064914,3,13,0,0,1,1,1,0.07,64.85,48.89,24.78,84.09
3,300058,300058b,1,R,0,0,0,Man non-URM,0,0.832064914,3,13,0,0,1,1,1,,,,,
3,300058,300058c,1,R,0,0,0,Man non-URM,0,0.832064914,3,13,0,0,1,1,1,0,52.1,71.83,9.87,81.33
3,300058,300058d,1,R,0,0,0,Man non-URM,0,0.832064914,3,13,0,0,1,1,1,,,,,
3,300058,300058e,1,R,0,0,0,Man non-URM,0,0.832064914,3,13,0,0,1,1,1,0.19,89.04,46.89,18.94,82.13
3,300059,300059a,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0,66,43.87,38.08,81.29
3,300059,300059b,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0.44,48.52,55.03,11.19,86.75
3,300059,300059c,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0.16,67,84.04,8.7,82.53
3,300059,300059d,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0.23,58.14,49.67,24.41,92.48
3,300059,300059e,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0.71,90.07,61.04,4.8,93.82
3,300059,300059f,1,F,0,0,0,Man non-URM,0,0.832064914,0,12,0,0.428571429,1,0,1,0.39,68.08,45.28,22.3,88.12
3,300060,300060a,0,D,0,0,1,Woman non-URM,0,-1.307331764,0,6,0,0,1,1,1,0.26,40.13,40.57,29.44,88.25
3,300060,300060b,0,D,0,0,1,Woman non-URM,0,-1.307331764,0,6,0,0,1,1,1,0.21,66,43.1,41.25,89.8
3,300060,300060c,0,D,0,0,1,Woman non-URM,0,-1.307331764,0,6,0,0,1,1,1,0.37,49.56,40.5,29.74,92.41
3,300060,300060d,0,D,0,0,1,Woman non-URM,0,-1.307331764,0,6,0,0,1,1,1,0.1,64.23,43.72,23.09,84.07
3,300060,300060e,0,D,0,0,1,Woman non-URM,0,-1.307331764,0,6,0,0,1,1,1,0.11,80.37,32.47,26.96,96.32
3,300063,300063a,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,0.1,62.69,37.29,19.06,74.2
3,300063,300063b,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,,,,,
3,300063,300063c,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,1.15,53.53,59.67,3.97,88.29
3,300063,300063d,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,0.95,35.33,38.68,16.16,88.17
3,300063,300063e,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,0.6,72.86,50.33,23.02,85.98
3,300063,300063f,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,0.42,77.5,52.69,25.53,93.97
3,300063,300063g,1,T,1,0,0,Man non-URM,0,,4,21,0,0.375,1,0,0,0.32,44.47,39.12,5.99,89.96
3,300064,300064a,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0,59.63,52.4,14.98,90.69
3,300064,300064b,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0.34,69.27,63,2.73,89.52
3,300064,300064c,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0.13,76.52,54.49,8.68,81.84
3,300064,300064d,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0.22,50.8,56.77,4.38,84.64
3,300064,300064e,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0,87.61,57.35,19.26,90.67
3,300064,300064f,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,,,,,
3,300064,300064g,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,,,,,
3,300064,300064h,1,F,0,0,0,Man non-URM,0,0.73481961,4,3,0,0,1,1,1,0.15,75.42,72.36,12.63,83.54
3,300065,300065a,0,O,1,0,0,Man non-URM,0,0.540329003,2,5,0,0,1,1,1,1.53,61.57,62.22,1.89,90.97
3,300065,300065b,0,O,1,0,0,Man non-URM,0,0.540329003,2,5,0,0,1,1,1,0.44,96.25,30.36,19.04,83.1
3,300065,300065c,0,O,1,0,0,Man non-URM,0,0.540329003,2,5,0,0,1,1,1,0.77,54.06,51.52,5.35,86.43
3,300065,300065d,0,O,1,0,0,Man non-URM,0,0.540329003,2,5,0,0,1,1,1,0.68,83.61,57.13,1.28,82.79
3,300065,300065e,0,O,1,0,0,Man non-URM,0,0.540329003,2,5,0,0,1,1,1,0.23,74.68,44.73,9.25,64.35
3,300066,300066a,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.99,78.25,56.6,6.8,81.06
3,300066,300066b,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0,67.43,44.66,6.49,87.93
3,300066,300066c,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.65,76.87,54.18,4.22,84.01
3,300066,300066d,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.09,45.9,31.03,15.11,87.53
3,300066,300066e,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.18,80.19,50.68,14.54,84.76
3,300066,300066f,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.66,29.11,29.78,26.64,92.44
3,300066,300066g,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.3,71.14,52.76,29.15,88.22
3,300066,300066h,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.17,55.21,31.36,34.45,68.02
3,300066,300066i,0,O,1,0,0,Man non-URM,0,-0.626614639,2,5,0.142857143,0,0,1,1,0.96,36.75,18.71,11.63,88.15
3,300067,300067a,1,O,1,0,0,Man non-URM,0,0.832064914,4,5,0,0,1,1,1,0.78,56.84,66.47,2.24,88.98
3,300067,300067b,1,O,1,0,0,Man non-URM,0,0.832064914,4,5,0,0,1,1,1,0.46,63.9,61.33,2.62,76.47
3,300067,300067c,1,O,1,0,0,Man non-URM,0,0.832064914,4,5,0,0,1,1,1,1.18,55.11,49.9,13.5,87.63
3,300067,300067d,1,O,1,0,0,Man non-URM,0,0.832064914,4,5,0,0,1,1,1,0.25,72.16,53.76,7.97,76.06
3,300067,300067e,1,O,1,0,0,Man non-URM,0,0.832064914,4,5,0,0,1,1,1,0.35,93.17,61.95,4.68,92.35
3,300068,300068a,1,U,1,0,0,Man non-URM,0,,1,9,0.125,0,0,1,1,0.21,80.66,58.54,11.71,92.41
3,300068,300068b,1,U,1,0,0,Man non-URM,0,,1,9,0.125,0,0,1,1,0.55,75.43,53.23,13.87,80.7
3,300068,300068c,1,U,1,0,0,Man non-URM,0,,1,9,0.125,0,0,1,1,,,,,
3,300068,300068d,1,U,1,0,0,Man non-URM,0,,1,9,0.125,0,0,1,1,0.27,64.57,47.05,9.49,78.46
3,300069,300069a,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,0.14,77.09,52.7,16.95,85.12
3,300069,300069b,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,0.15,50.2,65.75,5.24,90.9
3,300069,300069c,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,0.32,83,67.3,4.04,94.18
3,300069,300069d,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,,,,,
3,300069,300069e,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,,,,,
3,300069,300069f,1,Y,0,0,1,Woman non-URM,0,-1.307331764,0,13,0.6,0,0,1,1,,,,,
3,300070,300070a,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.88,63.36,61.06,4.77,88.9
3,300070,300070b,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.27,65.2,72.83,1.36,83.84
3,300070,300070c,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.59,70.87,53.74,9.91,81.82
3,300070,300070d,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.4,62.43,45.92,9.9,68.16
3,300070,300070e,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0,62.88,47.36,9.33,68.11
3,300070,300070f,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.64,62.5,74.34,1.3,76.49
3,300070,300070g,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.49,92.79,54.56,4.76,74.73
3,300070,300070h,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.31,74.96,72.54,5.52,80.88
3,300070,300070i,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.6,61.73,40.06,18.54,79.37
3,300070,300070j,1,O,1,0,0,Man non-URM,0,0.248593093,11,7,0,0,1,1,1,0.11,82.35,57.47,5.49,47.76
3,300071,300071a,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,,,,,
3,300071,300071b,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,0.04,39.56,55.4,26.08,93.99
3,300071,300071c,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,,,,,
3,300071,300071d,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,0.39,38.36,55.01,23.75,88.75
3,300071,300071e,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,,,,,
3,300071,300071f,0,G,0,0,0,Man non-URM,0,-1.015595853,0,4,0,0,1,1,1,,,,,
3,300072,300072a,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300072,300072b,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300072,300072c,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300072,300072d,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300072,300072e,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300072,300072f,1,I,0,0,0,Man non-URM,0,-0.334878729,0,23,0.071428571,0,0,1,1,,,,,
3,300073,300073a,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0.33,66.88,61.56,11.15,92.59
3,300073,300073b,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0,35.47,49.3,12.23,93.76
3,300073,300073c,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0.26,38.99,49.28,11.94,91.04
3,300073,300073d,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0,92.34,45.27,18.53,60.75
3,300073,300073e,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0.3,80.98,45.31,19.8,87.13
3,300073,300073f,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0.15,85.97,67.88,7.3,78.3
3,300073,300073g,0,E,1,0,1,Woman non-URM,0,-0.723859943,5,6,0,0,1,1,1,0.07,67.24,27.21,30.22,85.44
3,300074,300074a,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,0.73,34.32,46.53,11.44,82.4
3,300074,300074b,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,0.22,61.1,56.43,15.03,83.15
3,300074,300074c,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,0.2,55.31,68.14,13.56,75.05
3,300074,300074d,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,,,,,
3,300074,300074e,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,0.4,46.17,73.4,11.06,81.17
3,300074,300074f,0,H,0,0,1,Woman non-URM,0,-0.043142818,,11,0.185185185,0,0,1,1,0.2,48.71,49.99,14.44,80.39
3,300075,300075a,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0,67.65,53.31,17.61,85.62
3,300075,300075b,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0.2,29.79,55.72,5.27,72.72
3,300075,300075c,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0.13,70.46,38.13,19.5,82.06
3,300075,300075d,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0.22,52.93,54.72,22.85,89.46
3,300075,300075e,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0,39.74,39.41,33.15,92.28
3,300075,300075f,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0.1,61.15,54.98,8.37,92.89
3,300075,300075g,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0.3,26.97,36.14,18.69,93.73
3,300075,300075h,1,T,1,0,1,Woman non-URM,0,,6,3,0,0.75,1,0,1,0,35.2,32.62,25.22,96.63
3,300076,300076a,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0,50.83,35.83,27.93,88.9
3,300076,300076b,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0.1,49.41,54.85,20.35,91.02
3,300076,300076c,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0.07,38.62,31.7,40.02,65.37
3,300076,300076d,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0.1,67.3,47.74,15.17,90.32
3,300076,300076e,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0.13,81.24,63.01,7.1,81.61
3,300076,300076f,1,F,0,1,0,Man URM,0,0.540329003,,8,0,0,1,1,1,0,50.31,40.9,18.43,91.65
3,300077,300077a,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0.51,66.81,64.17,7.53,90.07
3,300077,300077b,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0.81,50.09,46.79,28.17,93.95
3,300077,300077c,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0,99,40.06,10.59,93.98
3,300077,300077d,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,,,,,
3,300077,300077e,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0.91,85.42,58.14,3.82,89.31
3,300077,300077f,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0.95,81.84,57.08,6.29,96.17
3,300077,300077g,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,0.56,74.49,68.49,4.5,93.68
3,300077,300077h,1,Y,1,0,0,Man non-URM,0,-0.432124032,5,7,0,0.5,1,0,1,1.32,58.15,55.82,9.19,86.55
3,300078,300078a,1,T,1,0,0,Man non-URM,0,5.888820698,9,3,0,0,1,1,1,0.35,66.23,64.13,11.56,92.07
3,300078,300078b,1,T,1,0,0,Man non-URM,0,5.888820698,9,3,0,0,1,1,1,0,45.44,53.4,19.63,92.45
